station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,date,musim
Shunyi,123.125,111.5,10.375,25.083333333333332,1195.2526657746964,135.34172169843634,27.3,996.8791666666666,22.15416666666667,0.8083333333333332,1.7750000000000001,2013-07-07,panas
Tiantan,83.20833333333333,95.66666666666667,6.958333333333333,21.958333333333332,1112.4166666666667,146.79166666666666,28.108333333333334,996.1166666666667,22.766666666666666,0.22083333333333333,1.5083333333333335,2013-07-07,panas
Wanliu,86.375,86.79166666666667,5.4859,38.17724583333334,733.2916666666666,114.375,26.895833333333332,994.7375000000001,23.2375,0.15416666666666667,1.175,2013-07-07,panas
Wanshouxigong,83.08333333333333,106.20833333333333,7.208225129621553,26.729965005707765,1382.181055715146,152.78504598069793,27.316666666666666,993.6708333333332,23.266666666666666,0.12083333333333333,1.4375,2013-07-07,panas
Aotizhongxin,98.41666666666667,90.20833333333333,6.125,54.833333333333336,804.1666666666666,84.16666666666667,24.97083333333333,996.8874999999999,23.745833333333334,1.2208333333333334,0.9083333333333333,2013-07-08,panas
Changping,73.29166666666667,66.375,3.125,27.363680917909505,864.6792226892844,98.24750010906365,26.004166666666666,993.5708333333333,22.65416666666667,0.2333333333333333,1.0458333333333334,2013-07-08,panas
Dingling,65.5,61.416666666666664,3.0,20.625,591.8706697022873,75.39784878852781,26.004166666666666,993.5708333333333,22.65416666666667,0.2333333333333333,1.0458333333333334,2013-07-08,panas
Dongsi,98.54166666666667,76.79166666666667,4.4863,45.37985416666667,1330.0691310760349,100.25,25.28333333333333,998.3541666666666,23.858333333333334,1.8875000000000002,0.9416666666666668,2013-07-08,panas
Guanyuan,100.41666666666667,75.91666666666667,5.958333333333333,38.833333333333336,908.3333333333334,89.16666666666667,24.97083333333333,996.8874999999999,23.745833333333334,1.2208333333333334,0.9083333333333333,2013-07-08,panas
Gucheng,79.39670375966064,74.5,5.061026937137676,39.79783333333334,984.1613381160324,83.68578333333333,25.166666666666668,994.7833333333333,23.383333333333336,1.0958333333333334,0.6,2013-07-08,panas
Huairou,68.16666666666667,76.79166666666667,3.0833333333333335,17.93669797905759,783.3333333333334,123.625,25.633333333333336,993.6374999999999,23.8875,0.029166666666666664,0.9458333333333333,2013-07-08,panas
Nongzhanguan,98.04166666666667,69.54166666666667,6.0,46.458333333333336,1167.472924911887,80.8139450954434,25.28333333333333,998.3541666666666,23.858333333333334,1.8875000000000002,0.9416666666666668,2013-07-08,panas
Shunyi,92.78396850263049,53.75,8.916666666666666,17.041666666666668,991.6666666666666,111.91666666666667,25.4875,998.9458333333333,22.933333333333334,0.6416666666666666,1.4291666666666665,2013-07-08,panas
Tiantan,92.41666666666667,83.29166666666667,4.708333333333333,41.63855379783411,1295.512638242285,84.58267902457555,25.28333333333333,998.3541666666666,23.858333333333334,1.8875000000000002,0.9416666666666668,2013-07-08,panas
Wanliu,100.875,73.58333333333333,4.387373380884727,47.67981621940637,909.1397296904447,64.15613449090229,24.97083333333333,996.8874999999999,23.745833333333334,1.2208333333333334,0.9083333333333333,2013-07-08,panas
Wanshouxigong,94.5,86.54166666666667,3.6425,37.62323333333333,1378.4387678798828,100.84428333333334,25.391666666666666,995.7708333333334,23.554166666666664,1.8625,1.1166666666666667,2013-07-08,panas
Aotizhongxin,88.41666666666667,77.71084963799764,6.541666666666667,60.875,820.8333333333334,26.125,24.037499999999998,997.7708333333334,23.483333333333334,0.44166666666666665,0.9708333333333333,2013-07-09,panas
Changping,73.91666666666667,45.625,3.125,30.5,837.5,25.708333333333332,24.604166666666668,994.6750000000001,22.625,0.09999999999999999,0.8083333333333332,2013-07-09,panas
Dingling,57.25,40.625,3.364568735558533,28.232727781431667,601.2240182137239,31.462364243722305,24.604166666666668,994.6750000000001,22.625,0.09999999999999999,0.8083333333333332,2013-07-09,panas
Dongsi,94.29166666666667,51.291666666666664,3.5818999999999996,62.30855,1330.0691310760349,38.708333333333336,24.370833333333334,999.3208333333333,23.65416666666667,0.525,0.8958333333333334,2013-07-09,panas
Guanyuan,89.91666666666667,50.166666666666664,6.916666666666667,47.083333333333336,940.4289323846978,29.949793511797626,24.037499999999998,997.7708333333334,23.483333333333334,0.44166666666666665,0.9708333333333333,2013-07-09,panas
Gucheng,67.60356305808976,50.85199641515055,15.366161622826057,42.22336666666667,1323.9744229569558,40.091100000000004,23.879166666666666,995.7375000000001,22.770833333333332,0.4583333333333333,0.39166666666666666,2013-07-09,panas
Huairou,65.79166666666667,58.375,3.5833333333333335,13.29120836898529,663.439772704754,50.70102970640561,24.129166666666666,994.6666666666666,23.958333333333332,0.24583333333333335,0.8041666666666667,2013-07-09,panas
Nongzhanguan,86.20160345762186,46.041666666666664,3.9583333333333335,49.5,1212.4166666666667,39.166666666666664,24.370833333333334,999.3208333333333,23.65416666666667,0.525,0.8958333333333334,2013-07-09,panas
Shunyi,68.68085158560511,40.041666666666664,9.5,20.416666666666668,1070.1276657746964,56.291666666666664,24.429166666666664,999.9499999999999,22.695833333333336,0.3833333333333333,1.2125000000000001,2013-07-09,panas
Tiantan,86.375,55.166666666666664,3.125,61.958333333333336,1487.4166666666667,23.041666666666668,24.370833333333334,999.3208333333333,23.65416666666667,0.525,0.8958333333333334,2013-07-09,panas
Wanliu,92.04166666666667,50.916666666666664,3.609786690442363,51.05126666666666,837.5,15.951666666666668,24.037499999999998,997.7708333333334,23.483333333333334,0.44166666666666665,0.9708333333333333,2013-07-09,panas
Wanshouxigong,82.25,54.166666666666664,2.4639333333333333,51.85647916666667,1428.397101213216,35.839533333333335,24.212500000000002,996.7375000000001,23.266666666666666,0.5833333333333334,1.0625,2013-07-09,panas
Aotizhongxin,31.25,42.333333333333336,3.7083333333333335,53.833333333333336,596.9120954498118,22.821113200879694,22.895833333333332,999.8291666666668,21.941666666666666,0.2333333333333333,0.7374999999999999,2013-07-10,panas
Changping,20.75,26.625,3.2083333333333335,23.291666666666668,545.8333333333334,22.375,23.47083333333333,996.6541666666667,20.558333333333334,0.07083333333333333,0.9041666666666667,2013-07-10,panas
Dingling,15.416666666666666,14.75,3.0,12.739850010961673,391.6666666666667,24.75,23.47083333333333,996.6541666666667,20.558333333333334,0.07083333333333333,0.9041666666666667,2013-07-10,panas
Dongsi,35.083333333333336,24.5,20.634600000000002,55.29413333333333,1330.0691310760349,21.666666666666668,23.666666666666668,1001.25,22.079166666666666,0.2625,0.9541666666666666,2013-07-10,panas
Guanyuan,33.416666666666664,34.583333333333336,7.791666666666667,49.291666666666664,641.6666666666666,14.916666666666666,22.895833333333332,999.8291666666668,21.941666666666666,0.2333333333333333,0.7374999999999999,2013-07-10,panas
Gucheng,23.208333333333332,25.785915770454306,15.366161622826057,37.894958333333335,1323.9744229569558,37.011975,22.858333333333334,997.7624999999999,21.283333333333335,0.24166666666666667,0.375,2013-07-10,panas
Huairou,20.541666666666668,35.166666666666664,3.0416666666666665,22.66506262478185,437.5,22.125,23.3875,996.5,22.491666666666664,0.05416666666666666,0.6458333333333334,2013-07-10,panas
Nongzhanguan,31.791666666666668,24.083333333333332,3.5416666666666665,47.875,941.6666666666666,18.791666666666668,23.666666666666668,1001.25,22.079166666666666,0.2625,0.9541666666666666,2013-07-10,panas
Shunyi,79.49160200286961,28.541666666666668,10.208333333333334,27.416666666666668,941.6666666666666,24.916666666666668,23.929166666666664,1001.8416666666667,21.516666666666666,0.07083333333333333,1.2458333333333333,2013-07-10,panas
Tiantan,32.666666666666664,31.958333333333332,3.2083333333333335,52.875,1241.6666666666667,9.666666666666666,23.666666666666668,1001.25,22.079166666666666,0.2625,0.9541666666666666,2013-07-10,panas
Wanliu,34.583333333333336,29.708333333333332,2.9154999999999998,45.037687500000004,570.8333333333334,12.875,22.895833333333332,999.8291666666668,21.941666666666666,0.2333333333333333,0.7374999999999999,2013-07-10,panas
Wanshouxigong,29.166666666666668,26.041666666666668,2.5710666666666664,48.94204583333333,1256.9629396550872,36.59509686488554,23.270833333333332,998.7916666666666,21.837500000000002,0.3166666666666667,0.9125,2013-07-10,panas
Aotizhongxin,34.416666666666664,53.25,4.2436,57.924,760.0256674076744,29.004583333333333,24.5,1000.6708333333332,21.412499999999998,0.0,0.9458333333333333,2013-07-11,panas
Changping,27.625,40.833333333333336,3.833,27.875620833333333,719.4212254916574,51.89935,25.170833333333334,997.275,19.4875,0.0,0.7791666666666667,2013-07-11,panas
Dingling,23.625,31.416666666666668,4.709743677792665,13.6208875,584.7613545826779,44.37863333333333,25.170833333333334,997.275,19.4875,0.0,0.7791666666666667,2013-07-11,panas
Dongsi,40.666666666666664,44.5,9.317264977762274,56.1372809501041,1330.0691310760349,42.47861820421512,25.0,1002.0583333333334,21.320833333333333,0.0,0.7000000000000001,2013-07-11,panas
Guanyuan,36.416666666666664,50.041666666666664,5.7556666666666665,48.33013333333333,824.9608600262176,37.57674166666667,24.5,1000.6708333333332,21.412499999999998,0.0,0.9458333333333333,2013-07-11,panas
Gucheng,35.833333333333336,52.25,10.100494279981866,42.15436145639512,1140.9829486379706,54.543778284792005,24.454166666666666,998.5500000000001,20.954166666666666,0.0,0.4875,2013-07-11,panas
Huairou,27.833333333333332,48.041666666666664,2.5713333333333335,17.10397299688357,645.0181816380318,40.959808333333335,24.104166666666668,997.2666666666668,21.754166666666666,0.0,0.7374999999999999,2013-07-11,panas
Nongzhanguan,37.333333333333336,42.583333333333336,3.3150999999999997,41.09835833333333,1027.9354743832082,34.7777,25.0,1002.0583333333334,21.320833333333333,0.0,0.7000000000000001,2013-07-11,panas
Shunyi,79.49160200286961,42.82237609611002,9.96336827864645,36.415725,979.0213261975714,42.832076730206005,24.954166666666666,1002.6458333333334,20.400000000000002,0.0,1.0625,2013-07-11,panas
Tiantan,36.833333333333336,48.416666666666664,2.5951,40.851075,1262.0051343626612,27.980566666666665,25.0,1002.0583333333334,21.320833333333333,0.0,0.7000000000000001,2013-07-11,panas
Wanliu,44.166666666666664,52.083333333333336,4.4149,49.10947083333334,852.2845041902241,29.365,24.5,1000.6708333333332,21.412499999999998,0.0,0.9458333333333333,2013-07-11,panas
Wanshouxigong,37.875,51.125,3.630266666666667,55.252985839041095,1309.8960659322217,43.197900589458406,24.329166666666666,999.625,21.46666666666667,0.0,0.8583333333333334,2013-07-11,panas
Aotizhongxin,68.33333333333333,84.125,6.130299999999999,55.201375000000006,936.1044295241528,109.23000800219923,26.554166666666664,1000.2916666666666,22.175,0.0,1.4958333333333333,2013-07-12,panas
Changping,51.875,68.20833333333333,4.724187732799009,20.051511896144046,961.2796708702263,112.40625844239698,27.104166666666668,996.8666666666667,20.825,0.0,1.3458333333333332,2013-07-12,panas
Dingling,45.291666666666664,55.0,5.916549884468263,15.988819448098335,818.5026939872524,112.20261545519448,27.104166666666668,996.8666666666667,20.825,0.0,1.3458333333333332,2013-07-12,panas
Dongsi,75.29166666666667,72.66666666666667,15.64488883947172,42.693845833333334,1330.0691310760349,102.10380153754845,26.96666666666667,1001.7416666666667,21.962500000000002,0.0,1.1583333333333334,2013-07-12,panas
Guanyuan,70.75,78.04166666666667,4.577066666666666,36.88536666666666,876.7353914622798,101.33509720205954,26.554166666666664,1000.2916666666666,22.175,0.0,1.4958333333333333,2013-07-12,panas
Gucheng,67.95833333333333,78.83333333333333,7.122053874275352,44.58518333333333,1138.1570752755251,86.89693661812534,26.620833333333334,998.2125,21.945833333333336,0.0,0.9541666666666666,2013-07-12,panas
Huairou,47.416666666666664,77.41666666666667,2.184466666666667,21.799652181376214,804.2912876761192,104.43452500000001,26.520833333333332,996.9791666666666,21.791666666666668,0.0,1.5541666666666665,2013-07-12,panas
Nongzhanguan,75.41666666666667,69.70833333333333,5.546251750534403,35.12563218280868,1167.4646575403156,101.03236176211009,26.96666666666667,1001.7416666666667,21.962500000000002,0.0,1.1583333333333334,2013-07-12,panas
Shunyi,79.49160200286961,71.58333333333333,9.278433333333334,35.51069583333334,1157.6489919722678,109.95111855572101,26.754166666666666,1002.3416666666667,21.545833333333334,0.0,1.6083333333333334,2013-07-12,panas
Tiantan,71.58333333333333,77.41666666666667,4.28898396276439,32.85427273225039,1128.5304108472312,91.49202471581778,26.96666666666667,1001.7416666666667,21.962500000000002,0.0,1.1583333333333334,2013-07-12,panas
Wanliu,81.375,77.45833333333333,6.156386690442363,47.568612052739695,986.4242338806688,88.23761782423561,26.554166666666664,1000.2916666666666,22.175,0.0,1.4958333333333333,2013-07-12,panas
Wanshouxigong,68.20833333333333,72.91666666666667,5.190066666666667,41.5895875,1302.3302274903506,104.13207127542712,26.3625,999.3416666666667,22.441666666666666,0.0,1.4708333333333334,2013-07-12,panas
Aotizhongxin,129.45833333333334,115.875,9.333333333333334,47.791666666666664,1115.1227143915726,108.68138993377318,27.7,1001.3874999999999,23.641666666666666,0.0,1.1458333333333333,2013-07-13,panas
Changping,141.95833333333334,117.58333333333333,7.208333333333333,22.25,1270.8333333333333,113.375,27.883333333333336,998.0416666666666,22.662499999999998,0.0,1.3,2013-07-13,panas
Dingling,132.25,111.25,3.0,19.708333333333332,1166.6666666666667,99.83333333333333,27.883333333333336,998.0416666666666,22.662499999999998,0.0,1.3,2013-07-13,panas
Dongsi,122.58333333333333,96.58333333333333,12.403041629603791,34.575941666666665,1330.0691310760349,126.0,27.954166666666666,1002.85,22.933333333333334,0.0,1.1083333333333334,2013-07-13,panas
Guanyuan,123.5,105.79166666666667,8.5,27.708333333333332,911.3039323846978,120.19979351179762,27.7,1001.3874999999999,23.641666666666666,0.0,1.1458333333333333,2013-07-13,panas
Gucheng,126.25,114.125,3.0,38.625,1345.8333333333333,91.75,27.7375,999.2666666666668,23.224999999999998,0.0,0.7374999999999999,2013-07-13,panas
Huairou,120.20833333333333,136.41666666666666,3.3333333333333335,16.457875035651956,1108.3333333333333,131.25,27.583333333333332,998.2125,23.400000000000002,0.0,1.2833333333333334,2013-07-13,panas
Nongzhanguan,120.66666666666667,95.58333333333333,9.208333333333334,17.875,1404.1666666666667,128.375,27.954166666666666,1002.85,22.933333333333334,0.0,1.1083333333333334,2013-07-13,panas
Shunyi,79.49160200286961,51.530709429443355,6.177806447919135,21.226329166666666,1368.531989296357,103.44443333333334,27.55,1003.5166666666668,22.425,0.0,1.6041666666666667,2013-07-13,panas
Tiantan,114.16666666666667,104.0,7.25,19.375,1279.1666666666667,119.20833333333333,27.954166666666666,1002.85,22.933333333333334,0.0,1.1083333333333334,2013-07-13,panas
Wanliu,147.125,112.29166666666667,7.8064,42.22336666666667,1137.5,85.79166666666667,27.7,1001.3874999999999,23.641666666666666,0.0,1.1458333333333333,2013-07-13,panas
Wanshouxigong,116.5,104.625,8.356333333333334,25.078420833333336,1433.9639749360815,130.26046666666667,27.7375,1000.3958333333334,23.479166666666668,0.0,1.2625,2013-07-13,panas
Aotizhongxin,100.70833333333333,98.54166666666667,16.041666666666668,46.875,945.8333333333334,85.95833333333333,26.8,1001.9499999999999,22.3,0.5708333333333333,1.2375,2013-07-14,panas
Changping,128.0,109.79166666666667,11.708333333333334,20.583333333333332,1229.1666666666667,94.0,26.704166666666666,998.6041666666666,21.504166666666666,0.9458333333333333,1.9124999999999999,2013-07-14,panas
Dingling,120.33333333333333,105.70833333333333,5.666666666666667,20.5,1250.0,88.54166666666667,26.704166666666666,998.6041666666666,21.504166666666666,0.9458333333333333,1.9124999999999999,2013-07-14,panas
Dongsi,97.25,81.13903091284904,11.770035535788688,36.1071375,1330.0691310760349,93.33333333333333,26.829166666666666,1003.4250000000001,21.733333333333334,0.12916666666666668,1.6583333333333332,2013-07-14,panas
Guanyuan,104.625,92.0,14.5,30.083333333333332,766.6666666666666,98.08333333333333,26.8,1001.9499999999999,22.3,0.5708333333333333,1.2375,2013-07-14,panas
Gucheng,123.95833333333333,118.75,4.416666666666667,43.5,1345.8333333333333,86.75,26.704166666666666,999.8291666666668,22.329166666666666,0.6666666666666666,0.9166666666666666,2013-07-14,panas
Huairou,115.125,123.16666666666667,10.833333333333334,13.16620836898529,1125.0,108.54166666666667,26.599999999999998,998.7583333333333,21.75,0.7625000000000001,1.0333333333333334,2013-07-14,panas
Nongzhanguan,94.25,75.25,14.75,20.125,1070.8333333333333,97.16666666666667,26.829166666666666,1003.4250000000001,21.733333333333334,0.12916666666666668,1.6583333333333332,2013-07-14,panas
Shunyi,79.49160200286961,70.29166666666667,8.469114507818054,22.583,1187.0639785927142,85.510425,26.825,1004.0791666666668,21.154166666666665,0.24166666666666667,1.8083333333333333,2013-07-14,panas
Tiantan,94.625,88.41666666666667,12.125,25.833333333333332,1004.1666666666666,86.375,26.829166666666666,1003.4250000000001,21.733333333333334,0.12916666666666668,1.6583333333333332,2013-07-14,panas
Wanliu,128.91666666666666,96.08333333333333,12.590200000000001,36.70592916666667,1091.6666666666667,88.45833333333333,26.8,1001.9499999999999,22.3,0.5708333333333333,1.2375,2013-07-14,panas
Wanshouxigong,97.08333333333333,86.5,12.493766666666666,24.407845833333337,1260.1975153256137,100.77788333333332,26.6125,1000.9041666666667,22.1125,0.3625,1.3291666666666666,2013-07-14,panas
Aotizhongxin,48.25,32.25,3.7083333333333335,52.583333333333336,1191.6666666666667,7.0,23.75,993.75,23.5,2.254166666666667,0.75,2013-07-15,panas
Changping,31.208333333333332,16.041666666666668,3.7083333333333335,28.431840458954753,1343.8458893559512,23.693191666666667,23.554166666666664,990.5583333333334,22.666666666666668,1.9833333333333334,0.8125,2013-07-15,panas
Dingling,22.375,12.958333333333334,3.0,15.149394448098334,1204.1666666666667,31.791666666666668,23.554166666666664,990.5583333333334,22.666666666666668,1.9833333333333334,0.8125,2013-07-15,panas
Dongsi,53.958333333333336,38.166666666666664,5.529388325920759,44.674697616770764,1330.0691310760349,13.717109870881783,24.395833333333332,995.1750000000001,24.099999999999998,2.0,0.9958333333333332,2013-07-15,panas
Guanyuan,44.791666666666664,28.5,3.875,32.75,816.6666666666666,15.583333333333334,23.75,993.75,23.5,2.254166666666667,0.75,2013-07-15,panas
Gucheng,38.666666666666664,25.875,3.0,31.958333333333332,1059.3322676232065,31.195619951458667,23.945833333333336,991.725,23.3125,1.5166666666666666,0.41250000000000003,2013-07-15,panas
Huairou,34.416666666666664,30.916666666666668,3.0,22.249083404637247,1166.6666666666667,25.541666666666668,23.3125,990.4916666666667,23.3125,5.608333333333333,1.1916666666666667,2013-07-15,panas
Nongzhanguan,57.375,41.833333333333336,3.4166666666666665,37.625,1450.0,12.75,24.395833333333332,995.1750000000001,24.099999999999998,2.0,0.9958333333333335,2013-07-15,panas
Shunyi,79.49160200286961,79.96943639664697,9.260212895838269,29.989852697409418,1187.0639785927142,22.870725158848348,24.09583333333333,995.7791666666667,23.104166666666668,3.608333333333333,1.9291666666666665,2013-07-15,panas
Tiantan,49.958333333333336,35.791666666666664,3.0833333333333335,29.416666666666668,1304.1666666666667,10.833333333333334,24.395833333333332,995.1750000000001,24.099999999999998,2.0,0.9958333333333335,2013-07-15,panas
Wanliu,45.083333333333336,19.666666666666668,4.9623,43.05312083333333,979.1666666666666,16.375,23.75,993.75,23.5,2.254166666666667,0.75,2013-07-15,panas
Wanshouxigong,44.041666666666664,33.5,2.7617333333333334,35.70176500570776,1403.5637678798828,23.689950884187606,24.09583333333333,992.7458333333334,23.7375,1.6958333333333335,0.9375,2013-07-15,panas
Aotizhongxin,23.041666666666668,31.958333333333332,4.666666666666667,41.375,485.9560477249059,54.51472326710651,27.02916666666667,994.625,17.349999999999998,0.004166666666666667,1.8041666666666665,2013-07-16,panas
Changping,13.0,21.513155897763085,3.2083333333333335,16.708333333333332,477.1792226892844,57.664166775730315,27.625,991.475,14.479166666666666,0.0,2.1708333333333334,2013-07-16,panas
Dingling,7.75,9.916666666666666,3.1666666666666665,20.76531116957336,337.70400303562064,59.81451545519448,27.625,991.475,14.479166666666666,0.0,2.1708333333333334,2013-07-16,panas
Dongsi,24.083333333333332,29.0,9.71133553578869,35.747862500000004,1330.0691310760349,59.625,27.758333333333336,995.9583333333334,15.525,0.0,2.25,2013-07-16,panas
Guanyuan,23.416666666666668,34.125,5.583333333333333,33.625,785.0687247956131,50.625,27.02916666666667,994.625,17.349999999999998,0.004166666666666667,1.8041666666666665,2013-07-16,panas
Gucheng,18.125,37.49424910378764,4.75,29.458333333333332,550.0,57.791666666666664,27.4375,992.5958333333333,16.337500000000002,0.0,1.2,2013-07-16,panas
Huairou,15.333333333333334,27.583333333333332,3.0,20.124312553477935,504.1666666666667,44.083333333333336,26.395833333333332,991.275,16.724999999999998,0.004166666666666667,1.2166666666666666,2013-07-16,panas
Nongzhanguan,22.625,29.499628990488294,3.5,25.712382182808682,671.8479249118869,65.64727842877674,27.758333333333336,995.9583333333334,15.525,0.0,2.25,2013-07-16,panas
Shunyi,79.49160200286961,49.9342565766601,8.7822,32.172220833333334,1187.0639785927142,54.001125158848346,27.258333333333336,996.5875,17.133333333333333,0.004166666666666667,1.625,2013-07-16,panas
Tiantan,20.416666666666668,35.583333333333336,3.6666666666666665,35.708333333333336,699.9293049089516,51.74934569124222,27.758333333333336,995.9583333333334,15.525,0.0,2.25,2013-07-16,panas
Wanliu,28.890613166291832,34.72769239984665,6.3467866904423635,41.3839495527397,538.3063963571113,51.65613449090228,27.02916666666667,994.625,17.349999999999998,0.004166666666666667,1.8041666666666665,2013-07-16,panas
Wanshouxigong,27.33534465200186,25.018621553884714,4.815366666666667,27.102954166666667,1042.297308269415,68.2999255894584,27.425,993.6291666666666,16.4875,0.0,1.6041666666666667,2013-07-16,panas
Aotizhongxin,41.541666666666664,82.66666666666667,12.958333333333334,59.916666666666664,600.0,84.45833333333333,26.933333333333334,999.6416666666668,18.575,0.0,1.4875,2013-07-17,panas
Changping,33.75,57.5,6.125,23.416666666666668,583.3333333333334,109.625,27.2,996.4,16.2625,0.0,1.425,2013-07-17,panas
Dingling,27.625,44.125,3.6666666666666665,11.982727781431668,483.3333333333333,100.875,27.2,996.4,16.2625,0.0,1.425,2013-07-17,panas
Dongsi,42.5,86.25,12.292700000000002,53.60040833333333,1330.0691310760349,93.53795833333334,27.491666666666664,1001.1,17.945833333333333,0.0,1.5708333333333335,2013-07-17,panas
Guanyuan,37.53889050162564,57.70930429238246,11.375,42.208333333333336,769.637265718031,95.94979351179762,26.933333333333334,999.6416666666668,18.575,0.0,1.4875,2013-07-17,panas
Gucheng,34.916666666666664,75.33333333333333,8.083333333333334,46.416666666666664,758.3333333333334,89.41666666666667,27.129166666666666,997.5458333333332,17.962500000000002,0.0,0.8291666666666666,2013-07-17,panas
Huairou,31.458333333333332,75.58333333333333,6.333333333333333,11.687385425579656,610.2128787428413,107.19372607947788,25.77916666666667,996.6291666666666,18.633333333333333,0.0,1.0958333333333334,2013-07-17,panas
Nongzhanguan,44.875,80.08333333333333,9.958333333333334,32.708333333333336,863.5145915785537,94.6889450954434,27.491666666666664,1001.1,17.945833333333333,0.0,1.5708333333333335,2013-07-17,panas
Shunyi,74.82633500239135,59.97808552555336,10.282606447919134,29.457383092228255,1187.0639785927142,86.01364528592704,27.0,1001.8416666666667,18.316666666666666,0.0,2.095833333333333,2013-07-17,panas
Tiantan,42.166666666666664,91.20833333333333,10.0,44.791666666666664,975.0,96.20833333333333,27.491666666666664,1001.1,17.945833333333333,0.0,1.5708333333333335,2013-07-17,panas
Wanliu,43.5,75.79166666666667,11.328800000000001,59.075075,629.9730630237781,83.53640057878448,26.933333333333334,999.6416666666668,18.575,0.0,1.4875,2013-07-17,panas
Wanshouxigong,43.208333333333336,8.083333333333334,12.570633333333333,53.86705416666666,1194.7643890484792,104.24093794209381,27.212500000000002,998.6208333333334,18.116666666666667,0.0,1.3958333333333333,2013-07-17,panas
Aotizhongxin,145.66666666666666,131.33333333333334,16.5,53.583333333333336,1429.1666666666667,75.875,26.270833333333332,998.7708333333334,22.354166666666668,0.0,1.4583333333333333,2013-07-18,panas
Changping,153.79166666666666,124.83333333333333,14.166666666666666,24.375,1666.6666666666667,90.29166666666667,26.25,995.5333333333333,21.625,0.0,1.9749999999999999,2013-07-18,panas
Dingling,148.33333333333334,127.16666666666667,5.916666666666667,21.708333333333332,1737.5,83.625,26.25,995.5333333333333,21.625,0.0,1.9749999999999999,2013-07-18,panas
Dongsi,150.625,133.54166666666666,13.7207,39.2123,1330.0691310760349,85.95833333333333,25.979166666666668,1000.4541666666668,22.775000000000002,0.0,1.5666666666666667,2013-07-18,panas
Guanyuan,138.08333333333334,138.08333333333334,13.0,30.5,1654.1666666666667,91.5,26.270833333333332,998.7708333333334,22.354166666666668,0.0,1.4583333333333333,2013-07-18,panas
Gucheng,143.125,129.29166666666666,6.25,47.375,1525.0,70.875,26.070833333333336,996.7708333333334,21.808333333333334,0.0,0.8958333333333334,2013-07-18,panas
Huairou,155.625,170.875,13.416666666666666,27.790979220144603,1975.0,93.08333333333333,25.337500000000002,995.8541666666666,23.3,0.0,0.9083333333333333,2013-07-18,panas
Nongzhanguan,154.29166666666666,118.79166666666667,18.208333333333332,20.208333333333332,1858.3333333333333,85.04166666666667,25.979166666666668,1000.4541666666668,22.775000000000002,0.0,1.5666666666666667,2013-07-18,panas
Shunyi,155.41666666666666,142.45833333333334,8.836001611979784,38.90435,1187.0639785927142,76.692525,25.77916666666667,1001.1666666666666,22.21666666666667,0.0,1.9749999999999999,2013-07-18,panas
Tiantan,148.91666666666666,139.91666666666666,11.291666666666666,30.666666666666668,1779.1666666666667,84.66666666666667,25.979166666666668,1000.4541666666668,22.775000000000002,0.0,1.5666666666666667,2013-07-18,panas
Wanliu,144.0,120.91666666666667,11.915986690442365,51.9055745527397,1258.3333333333333,78.45833333333333,26.270833333333332,998.7708333333334,22.354166666666668,0.0,1.4583333333333333,2013-07-18,panas
Wanshouxigong,151.58333333333334,13.833333333333334,10.5999,36.30090416666667,1713.8981364942103,91.70986666666666,25.96666666666667,997.9041666666667,22.566666666666666,0.0,1.3499999999999999,2013-07-18,panas
Aotizhongxin,130.20833333333334,123.45833333333333,10.375,49.791666666666664,835.9560477249059,96.80638993377318,26.679166666666664,996.8249999999999,21.983333333333334,0.0,1.1916666666666667,2013-07-19,panas
Changping,100.95833333333333,85.5,5.083333333333333,26.715920229477376,1029.1666666666667,60.833333333333336,27.266666666666666,993.4291666666667,19.933333333333334,0.0,0.6333333333333334,2013-07-19,panas
Dingling,88.5,67.45833333333333,3.2916666666666665,13.198183344295005,995.8333333333334,59.875,27.266666666666666,993.4291666666667,19.933333333333334,0.0,0.6333333333333334,2013-07-19,panas
Dongsi,149.79166666666666,131.0,10.125529441973587,44.289760116770765,1330.0691310760349,106.88377653754844,27.0125,998.1625,21.708333333333332,0.0,1.2916666666666667,2013-07-19,panas
Guanyuan,140.75,138.04166666666666,9.416,37.18192083333333,1152.3529952568222,104.74582500000001,26.679166666666664,996.8249999999999,21.983333333333334,0.0,1.1916666666666667,2013-07-19,panas
Gucheng,133.41666666666666,133.95833333333334,3.75,49.833333333333336,1121.8322676232065,78.653953284792,26.554166666666664,994.7416666666667,21.866666666666664,0.0,0.7333333333333334,2013-07-19,panas
Huairou,163.75,173.0,6.166666666666667,36.333333333333336,1812.5,92.66666666666667,26.066666666666666,993.5041666666666,23.066666666666666,0.0,0.7791666666666667,2013-07-19,panas
Nongzhanguan,152.08333333333334,113.83333333333333,8.333333333333334,40.541666666666664,1125.0,107.95833333333333,27.0125,998.1625,21.708333333333332,0.0,1.2916666666666667,2013-07-19,panas
Shunyi,137.75,120.33333333333333,12.762335463555239,52.86369436407608,1187.0639785927142,92.86203003176968,26.53333333333333,998.7916666666666,21.683333333333334,0.0,1.0083333333333333,2013-07-19,panas
Tiantan,144.95833333333334,133.54166666666666,6.416666666666667,34.083333333333336,1137.5,102.125,27.0125,998.1625,21.708333333333332,0.0,1.2916666666666667,2013-07-19,panas
